accession	genome_lineage	hedgehog_set_hash	hedgehog_precision	id	pct
EPI_ISL_13314028	BA.2.12.1	BA.2.12.1	BA.2.12.1	ARE-INS-17811|EPI_ISL_13314028|Peru|BA.2.12.1|2022-05-23	99.8091967181836
EPI_ISL_13314177	BA.2.9	BA.2	BA.2_1	LIM-INS-17961|EPI_ISL_13314177|Peru|BA.2.9|2022-05-23	99.8091967181836
EPI_ISL_13314594	BA.4	BA.2.12	BA.2.12	IL-Curative-454823|EPI_ISL_13314594|USA|BA.4|2022-05-25	88.1701965273803
EPI_ISL_13314781	BA.5.2.1	A	A_9	NY-CDC-LC0685330|EPI_ISL_13314781|USA|BA.5.2.1|2022-06-01	99.6947147490937
EPI_ISL_13315794	BA.2.12.1	BA.2.12.1	BA.2.12.1	RI-CDC-LC0682416|EPI_ISL_13315794|USA|BA.2.12.1|2022-06-04	99.8091967181836
EPI_ISL_13315840	BA.2.12.1	BA.2.12.1	BA.2.12.1	SC-CDC-LC0683367|EPI_ISL_13315840|USA|BA.2.12.1|2022-06-04	99.8091967181836
EPI_ISL_13318439	BA.2.12.1	BA.2.12.1	BA.2.12.1	BC-BCCDC-436525|EPI_ISL_13318439|Canada|BA.2.12.1|2022-05-06	99.8091967181836
EPI_ISL_13319440	BA.2	A	A_14	BC-BCCDC-440409|EPI_ISL_13319440|Canada|BA.2|2022-05-13	99.8091967181836
EPI_ISL_13319604	BA.2.12.1	BA.2.12.1	BA.2.12.1	BC-BCCDC-440502|EPI_ISL_13319604|Canada|BA.2.12.1|2022-05-15	99.8091967181836
EPI_ISL_13323584	BA.5.2.1	A	A_3	ICH-741238137|EPI_ISL_13323584|Israel|BA.5.2.1|2022-06-07	99.6947147490937
EPI_ISL_13323787	BA.5.2.1	A	A_3	PAC-ChTo-T222321258|EPI_ISL_13323787|France|BA.5.2.1|2022-06-07	99.6947147490937
EPI_ISL_13324846	BA.5.2	A	A_3	LSPA-3E4CC49|EPI_ISL_13324846|United Kingdom|BA.5.2|2022-06-08	99.6947147490937
EPI_ISL_13327776	BA.5.2	A	A_3	DCGC-529389|EPI_ISL_13327776|Denmark|BA.5.2|2022-06-09	99.6947147490937
EPI_ISL_13328283	BA.1.21	BA.1.15	BA.1.15	36143|EPI_ISL_13328283|Norway|BA.1.21|2021-12-20	99.6374737645487
EPI_ISL_13328729	BA.2	BA.2	BA.2_1	NOR-HMN-22052160844|EPI_ISL_13328729|France|BA.2|2022-05-09	99.8091967181836
EPI_ISL_13330715	BA.2.11	BA.2	BA.2_3	BRE-HMN-22052130655|EPI_ISL_13330715|France|BA.2.11|2022-05-05	99.8091967181836
EPI_ISL_13332386	BA.2	BA.2	BA.2_1	GE-RIVM-102177|EPI_ISL_13332386|Netherlands|BA.2|2022-05-18	99.8091967181836
EPI_ISL_13332924	BA.2.12.1	BA.2.12.1	BA.2.12.1	MS-MSPHL-1160|EPI_ISL_13332924|USA|BA.2.12.1|2022-06-01	99.8091967181836
EPI_ISL_13333268	BA.2	BA.2	BA.2_1	RP-USAFSAM-S16757|EPI_ISL_13333268|Germany|BA.2|2022-05-09	90.9368441137187
EPI_ISL_13333856	BA.2	BA.2	BA.2_1	BAS-ASM-251-2022|EPI_ISL_13333856|Italy|BA.2|2022-06-07	98.6643770272849
EPI_ISL_13337147	BA.2.42	BA.2	BA.2_2	HI-H2211773|EPI_ISL_13337147|USA|BA.2.42|2022-05-23	99.8091967181836
EPI_ISL_13338443	BA.2.12.1	BA.2.12.1	BA.2.12.1	LSPA-3E5481D|EPI_ISL_13338443|United Kingdom|BA.2.12.1|2022-06-10	99.8091967181836
EPI_ISL_13340790	BA.1.1	BA.1.1	BA.1.1_2	rega-24058|EPI_ISL_13340790|Belgium|BA.1.1|2021-12-30	99.6374737645487
EPI_ISL_13342650	BA.5.1	A	A_3	CVL-HCL722002954101|EPI_ISL_13342650|France|BA.5.1|2022-05-30	99.6947147490937
EPI_ISL_13345537	BA.2.12.1	BA.2.12.1	BA.2.12.1	NC-CORVASEQ-1086-3072|EPI_ISL_13345537|USA|BA.2.12.1|2022-06-10	95.2108376264072
EPI_ISL_13345970	BA.2	BA.2	BA.2_1	NL-PHML-447062|EPI_ISL_13345970|Canada|BA.2|2022-05-24	90.5170768937226
EPI_ISL_13346113	BA.2.3	A	A_14	NS-NSH-439771|EPI_ISL_13346113|Canada|BA.2.3|2022-04-20	90.0591490173631
EPI_ISL_13349101	BA.2	BA.2.10	BA.2.10	AB-ABPHL-68659|EPI_ISL_13349101|Canada|BA.2|2022-05-17	99.7901163900019
EPI_ISL_13349841	BA.2	BA.2.67	BA.2.67	ARA-HMN-22042110622|EPI_ISL_13349841|France|BA.2|2022-04-04	98.3400114481969
EPI_ISL_13353255	BA.2.12.1	BA.2.12.1	BA.2.12.1	KDCA71864|EPI_ISL_13353255|South Korea|BA.2.12.1|2022-05-25	99.8091967181836
EPI_ISL_13354659	BA.5.2.1	A	A_3	SMC-7075063|EPI_ISL_13354659|Israel|BA.5.2.1|2022-06-13	99.6947147490937
EPI_ISL_13355015	BA.4	A	A_9	SMC-7075644|EPI_ISL_13355015|Israel|BA.4|2022-06-11	99.6947147490937
EPI_ISL_13356814	BA.2.3	A	A_14	WA-UW-22052424684|EPI_ISL_13356814|USA|BA.2.3|2022-05-24	96.7372638809388
EPI_ISL_13356894	BA.2.3.17	A	A_14	WA-UW-22042227003|EPI_ISL_13356894|USA|BA.2.3.17|2022-04-22	99.5229917954589
EPI_ISL_13357409	BA.5.1	A	A_3	DCGC-530448|EPI_ISL_13357409|Denmark|BA.5.1|2022-06-12	99.6947147490937
EPI_ISL_13360346	BA.2	A	A_14	6753|EPI_ISL_13360346|Singapore|BA.2|2022-06-14	99.8091967181836
EPI_ISL_13360396	BA.5.1	A	A_3	6803|EPI_ISL_13360396|Singapore|BA.5.1|2022-06-15	99.6947147490937
EPI_ISL_13360781	BA.2.9	BA.2	BA.2_1	rega-42573|EPI_ISL_13360781|Belgium|BA.2.9|2022-05-23	99.8091967181836
EPI_ISL_13362835	BA.1.1	BA.2.12.1	BA.2.12.1	22V-00311|EPI_ISL_13362835|Cameroon|BA.1.1|2022-01-03	99.675634420912
EPI_ISL_13362860	BA.1.14	BA.1	BA.1_3	BA-LACENBA-292436979|EPI_ISL_13362860|Brazil|BA.1.14|2022-02-08	99.6374737645487
EPI_ISL_13363791	BA.2	BA.2.10	BA.2.10	SC-NVBS17954GENOV045618771317|EPI_ISL_13363791|Brazil|BA.2|2022-04-14	97.7866819309292
EPI_ISL_13364463	BA.2.9	A	A_17	NY-PRL-220527_02J23|EPI_ISL_13364463|USA|BA.2.9|2022-05-26	99.3894294981874
EPI_ISL_13366593	BA.4	A	A_3	NY-PRL-220613_02E20|EPI_ISL_13366593|USA|BA.4|2022-06-10	99.6947147490937
EPI_ISL_13367659	BA.1	BA.1.15	BA.1.15	rega-25325|EPI_ISL_13367659|Belgium|BA.1|2021-12-19	99.6374737645487
EPI_ISL_13370422	BA.2	BA.2	BA.2_1	ARA-CFD220032477901|EPI_ISL_13370422|France|BA.2|2022-06-08	97.6721999618393
EPI_ISL_13370649	BA.2.54	BA.2.54	BA.2.54	MD-HRYC-12350050|EPI_ISL_13370649|Spain|BA.2.54|2022-06-07	99.8091967181836
EPI_ISL_13373056	BA.2.76	BA.2.76	BA.2.76	KA-RFNB-10052|EPI_ISL_13373056|India|BA.2.76|2022-06	99.8091967181836
EPI_ISL_13374756	BA.1	A	A_1	rega-26483|EPI_ISL_13374756|Belgium|BA.1|2022-01-08	82.4460980728869
EPI_ISL_13376461	BF.1	A	A_3	LSPA-3E5CC64|EPI_ISL_13376461|United Kingdom|BF.1|2022-06-15	99.675634420912
EPI_ISL_13376951	BA.2	BA.2	BA.2_1	QEUH-3E56C88|EPI_ISL_13376951|United Kingdom|BA.2|2022-04-13	99.8091967181836
EPI_ISL_13378438	BA.2	A	A_14	BW-RKI-I-863521|EPI_ISL_13378438|Germany|BA.2|2022-06-01	99.8091967181836
EPI_ISL_13378851	BA.5.2	A	A_3	BW-RKI-I-863738|EPI_ISL_13378851|Germany|BA.5.2|2022-05-27	99.6947147490937
EPI_ISL_13379283	BA.5.1	A	A_9	SH-RKI-I-864192|EPI_ISL_13379283|Germany|BA.5.1|2022-06-08	89.9828277046365
EPI_ISL_13381278	BA.4.1	A	A_3	NW-RKI-I-867491|EPI_ISL_13381278|Germany|BA.4.1|2022-06-07	99.6947147490937
EPI_ISL_13381388	BA.2	BA.2	BA.2_1	BW-RKI-I-867606|EPI_ISL_13381388|Germany|BA.2|2022-06-09	99.8091967181836
EPI_ISL_13381427	BE.1.1	A	A_3	NI-RKI-I-867646|EPI_ISL_13381427|Germany|BE.1.1|2022-05-31	99.6947147490937
EPI_ISL_13382163	BE.1.1	A	A_3	NW-RKI-I-868906|EPI_ISL_13382163|Germany|BE.1.1|2022-06-10	99.6947147490937
EPI_ISL_13382176	BE.1.1	A	A_3	BY-RKI-I-868922|EPI_ISL_13382176|Germany|BE.1.1|2022-06-10	99.6947147490937
EPI_ISL_13382410	BA.2	A	A_17	NW-RKI-I-869185|EPI_ISL_13382410|Germany|BA.2|2022-06-03	99.8091967181836
EPI_ISL_13383338	BA.2	BA.2	BA.2_1	NW-RKI-I-870209|EPI_ISL_13383338|Germany|BA.2|2022-04-25	99.3703491700057
EPI_ISL_13384928	BE.1.1	A	A_9	SH-RKI-I-872004|EPI_ISL_13384928|Germany|BE.1.1|2022-06-13	94.1232589200534
EPI_ISL_13385020	BA.2.6	A	A_17	PDL-HMN-22052240448|EPI_ISL_13385020|France|BA.2.6|2022-05-16	99.5420721236405
EPI_ISL_13386148	BA.5	A	A_3	RP-RKI-I-873061|EPI_ISL_13386148|Germany|BA.5|2022-06-09	99.675634420912
EPI_ISL_13388259	BA.4	A	A_9	PHEC-YYFXK7A|EPI_ISL_13388259|United Kingdom|BA.4|2022-06-06	99.675634420912
EPI_ISL_13388673	BA.1	BA.1.15	BA.1.15	rega-26683|EPI_ISL_13388673|Belgium|BA.1|2022-01-13	99.6374737645487
EPI_ISL_13392998	BA.5.1.3	BA.5.1.3	BA.5.1.3	IB-HUSE-05700|EPI_ISL_13392998|Spain|BA.5.1.3|2022-06-06	99.6947147490937
EPI_ISL_13393172	BA.5.1	A	A_3	NW-HHU-28894|EPI_ISL_13393172|Germany|BA.5.1|2022-06-08	99.6947147490937
EPI_ISL_13396193	BA.2.12.1	BA.2.12.1	BA.2.12.1	UT-UPHL-220619146444|EPI_ISL_13396193|USA|BA.2.12.1|2022-06-11	99.8091967181836
EPI_ISL_13399994	BA.2	A	A_14	DCGC-531178|EPI_ISL_13399994|Denmark|BA.2|2022-06-13	95.7450868154932
EPI_ISL_13402790	BA.2	BA.2	BA.2_1	Jessa_55-2224-000056|EPI_ISL_13402790|Belgium|BA.2|2022-06-16	99.0078229345545
EPI_ISL_13406438	BA.2.12.1	BA.2.12.1	BA.2.12.1	SMC-7077674|EPI_ISL_13406438|Israel|BA.2.12.1|2022-06-13	95.7069261591299
EPI_ISL_13408431	BA.2.13	BA.2.13	BA.2.13	LIM-INS-18597|EPI_ISL_13408431|Peru|BA.2.13|2022-06-05	99.8091967181836
EPI_ISL_13410031	BA.4.1	BA.4.1	BA.4.1_1	LIM-INS-18936|EPI_ISL_13410031|Peru|BA.4.1|2022-06-07	99.6947147490937
EPI_ISL_13411514	BA.2.12.1	BA.2.12.1	BA.2.12.1	BC-BCCDC-448562|EPI_ISL_13411514|Canada|BA.2.12.1|2022-05-19	99.8091967181836
EPI_ISL_13411557	BA.2.12.1	BA.2.12.1	BA.2.12.1	BC-BCCDC-448616|EPI_ISL_13411557|Canada|BA.2.12.1|2022-05-23	99.8091967181836
EPI_ISL_13412402	BA.2.12.1	BA.2.12.1	BA.2.12.1	BC-BCCDC-450666|EPI_ISL_13412402|Canada|BA.2.12.1|2022-05-30	99.8091967181836
EPI_ISL_13412516	BA.2.13	BA.2.13	BA.2.13	BC-BCCDC-450771|EPI_ISL_13412516|Canada|BA.2.13|2022-05-30	99.8091967181836
EPI_ISL_13412577	BA.2.12.1	BA.2.12.1	BA.2.12.1	BC-BCCDC-450843|EPI_ISL_13412577|Canada|BA.2.12.1|2022-05-30	99.8091967181836
EPI_ISL_13412906	BA.5.2.2	A	A_3	BC-BCCDC-451316|EPI_ISL_13412906|Canada|BA.5.2.2|2022-06-04	99.6947147490937
EPI_ISL_13413033	BA.5.5	BA.5.5	BA.5.5_1	BC-BCCDC-451607|EPI_ISL_13413033|Canada|BA.5.5|2022-06-03	99.6947147490937
EPI_ISL_13413635	BA.2.12.1	BA.2.12.1	BA.2.12.1	TX-Curative-490632|EPI_ISL_13413635|USA|BA.2.12.1|2022-06-03	90.9750047700821
EPI_ISL_13416477	BA.2	BA.2	BA.2_1	CA-HLX-STM-TXGR4SDFC|EPI_ISL_13416477|USA|BA.2|2022-05-26	99.8091967181836
EPI_ISL_13416621	BA.2.12.1	BA.2.12	BA.2.12	CA-HLX-STM-9CBBH8AYQ|EPI_ISL_13416621|USA|BA.2.12.1|2022-05-30	88.39916046556
EPI_ISL_13416888	BA.2.12.1	BA.2.12.1	BA.2.12.1	CA-HLX-STM-RFEGDJ4E7|EPI_ISL_13416888|USA|BA.2.12.1|2022-05-31	99.7137950772753
EPI_ISL_13416945	BA.2.9	A	A_17	CA-HLX-STM-MXJFWZG3J|EPI_ISL_13416945|USA|BA.2.9|2022-05-30	99.7710360618203
EPI_ISL_13419480	BA.5.2.1	A	A_3	LSPA-3E67343|EPI_ISL_13419480|United Kingdom|BA.5.2.1|2022-06-17	99.6947147490937
EPI_ISL_13419508	BA.2.23	BA.2	BA.2_1	LSPA-3E67000|EPI_ISL_13419508|United Kingdom|BA.2.23|2022-06-14	99.8091967181836
EPI_ISL_13420926	BA.5.1	A	A_3	DCGC-534216|EPI_ISL_13420926|Denmark|BA.5.1|2022-06-14	99.6183934363671
EPI_ISL_13421068	BA.2	A	A_14	QEUH-3E30BB4|EPI_ISL_13421068|United Kingdom|BA.2|2022-05-26	99.8091967181836
EPI_ISL_13421178	BA.2	BA.2	BA.2_1	PHEC-YYFORIM|EPI_ISL_13421178|United Kingdom|BA.2|2022-05-30	99.7901163900019
EPI_ISL_13423973	BA.2.12.1	BA.2.12.1	BA.2.12.1	FL-CDC-STM-4BYKZQVRM|EPI_ISL_13423973|USA|BA.2.12.1|2022-06-06	99.8091967181836
EPI_ISL_13426879	BA.5.2.1	A	A_3	NAQ-HCL022100208901|EPI_ISL_13426879|France|BA.5.2.1|2022-06-06	99.6947147490937
EPI_ISL_13427579	BA.5.1	A	A_9	Jessa_11-2225-001192|EPI_ISL_13427579|Belgium|BA.5.1|2022-06-20	98.8933409654646
EPI_ISL_13429384	BA.2	A	A_4	ICH-741228949|EPI_ISL_13429384|Israel|BA.2|2022-06-09	99.8091967181836
EPI_ISL_13432711	BA.5.5	BA.5.5	BA.5.5_1	MO-CDC-QDX37663578|EPI_ISL_13432711|USA|BA.5.5|2022-06-01	99.6947147490937
EPI_ISL_13432749	BA.2.12.1	BA.2.12.1	BA.2.12.1	NY-CDC-QDX37664434|EPI_ISL_13432749|USA|BA.2.12.1|2022-06-01	99.8091967181836
EPI_ISL_13435896	BA.2.12.1	BA.2.12.1	BA.2.12.1	CA-CDPH-6000011272|EPI_ISL_13435896|USA|BA.2.12.1|2022-05-17	90.5170768937226
EPI_ISL_13436664	BA.2	BA.2.10	BA.2.10	22CH5015|EPI_ISL_13436664|New Zealand|BA.2|2022-06-10	99.7901163900019
EPI_ISL_13437605	BA.5.2.1	A	A_3	22CH4500|EPI_ISL_13437605|New Zealand|BA.5.2.1|2022-05-26	99.675634420912
EPI_ISL_13437915	BA.2	BA.2.10	BA.2.10	22CV5196|EPI_ISL_13437915|New Zealand|BA.2|2022-05-29	99.7901163900019
EPI_ISL_13439695	BA.5.1	A	A_3	NSW-ICPMR-27746|EPI_ISL_13439695|Australia|BA.5.1|2022-06-15	90.5170768937226
EPI_ISL_13440911	BA.2.3.8	BA.2	BA.2_1	KDCA76595|EPI_ISL_13440911|South Korea|BA.2.3.8|2022-05-31	99.8091967181836
EPI_ISL_13442834	BA.5.1.2	A	A_9	DCGC-534773|EPI_ISL_13442834|Denmark|BA.5.1.2|2022-06-19	99.6565540927304
EPI_ISL_13443264	BA.2	BA.2	BA.2_1	PHEC-YYFO6HD|EPI_ISL_13443264|United Kingdom|BA.2|2022-06-03	99.7901163900019
EPI_ISL_13443750	BA.2.44	BA.2.44	BA.2.44	DCGC-535358|EPI_ISL_13443750|Denmark|BA.2.44|2022-06-17	99.7710360618203
EPI_ISL_13443951	BA.2.18	BA.2.18	BA.2.18	PHEC-YYFOXRD|EPI_ISL_13443951|United Kingdom|BA.2.18|2022-05-30	99.7901163900019
EPI_ISL_13444079	BA.2	A	A_14	PHEP-YYFBEZN|EPI_ISL_13444079|United Kingdom|BA.2|2022-05-27	99.7710360618203
EPI_ISL_13446491	BA.2.12.1	BA.2.12.1	BA.2.12.1	WX-NVRL-S22IRL00343806|EPI_ISL_13446491|Ireland|BA.2.12.1|2022-06-01	99.7901163900019
EPI_ISL_13452546	BA.5.1	A	A_3	CO-CDC-STM-BGDVT9BF8|EPI_ISL_13452546|USA|BA.5.1|2022-06-13	99.6947147490937
EPI_ISL_13454943	BA.2.3	A	A_14	AB-ABPHL-69241|EPI_ISL_13454943|Canada|BA.2.3|2022-05-24	99.8091967181836
EPI_ISL_13457976	BA.2.12.2	BA.2.12.2	BA.2.12.2	VIC62844|EPI_ISL_13457976|Australia|BA.2.12.2|2022-05-24	99.8091967181836
EPI_ISL_13458916	BA.4	BA.4.4	BA.4.4	VIC63836|EPI_ISL_13458916|Australia|BA.4|2022-06-06	99.6947147490937
EPI_ISL_13459775	BA.2.12.1	BA.2.12.1	BA.2.12.1	NC-CORVASEQ-1086-3130|EPI_ISL_13459775|USA|BA.2.12.1|2022-06-13	99.8091967181836
EPI_ISL_13459884	BA.2	A	A_17	SC-FIOCRUZ-13640|EPI_ISL_13459884|Brazil|BA.2|2022-05-30	99.8091967181836
EPI_ISL_13460981	BA.2.12.1	BA.2.12.1	BA.2.12.1	ICH-741233014|EPI_ISL_13460981|Israel|BA.2.12.1|2022-06-21	99.8091967181836
EPI_ISL_13463236	BA.2.3	A	A_14	KY-GD_02709|EPI_ISL_13463236|USA|BA.2.3|2022-04-25	99.8091967181836
EPI_ISL_13463887	BA.2.38	BA.2.38	BA.2.38	UP-MRU-ICMR-Insacog-97|EPI_ISL_13463887|India|BA.2.38|2022-06-19	71.5703110093494
EPI_ISL_13465790	BA.2.18	BA.2.18	BA.2.18	DCGC-535842|EPI_ISL_13465790|Denmark|BA.2.18|2022-06-20	99.7710360618203
EPI_ISL_13467242	BA.2.3.10	A	A_14	QC-L00486139001|EPI_ISL_13467242|Canada|BA.2.3.10|2022-06-06	99.8091967181836
EPI_ISL_13467328	BA.4.1	A	A_3	QC-L00485031001|EPI_ISL_13467328|Canada|BA.4.1|2022-06-07	99.6947147490937
EPI_ISL_13467656	BA.2	BA.2	BA.2_1	QC-L00484858001|EPI_ISL_13467656|Canada|BA.2|2022-06-06	99.8091967181836
EPI_ISL_13468034	BA.5.2.1	A	A_3	ICH-741233641|EPI_ISL_13468034|Israel|BA.5.2.1|2022-06-22	99.6947147490937
EPI_ISL_13470727	BA.5.2.1	A	A_3	LSPA-3E71513|EPI_ISL_13470727|United Kingdom|BA.5.2.1|2022-06-19	99.6947147490937
EPI_ISL_13475203	BA.1.1	BA.1.1	BA.1.1_2	rega-28951|EPI_ISL_13475203|Belgium|BA.1.1|2022-01-30	82.4842587292501
EPI_ISL_13475850	BA.4	BA.5.1.5	BA.5.1.5	PHEP-YYFBIF4|EPI_ISL_13475850|United Kingdom|BA.4|2022-06-11	99.5993131081855
EPI_ISL_13476183	BE.1.1	A	A_9	PHEP-YYFNFMH|EPI_ISL_13476183|United Kingdom|BE.1.1|2022-06-12	99.6565540927304
EPI_ISL_13476725	B.1.1.529	BA.2	BA.2_1	rega-29325|EPI_ISL_13476725|Belgium|B.1.1.529|2022-02-02	99.7137950772753
EPI_ISL_13477808	BA.2	BA.2	BA.2_1	37589|EPI_ISL_13477808|Croatia|BA.2|2022-05-12	98.5117344018317
EPI_ISL_13478370	BA.2.56	BA.2.56	BA.2.56	12210417801|EPI_ISL_13478370|Belgium|BA.2.56|2022-06-14	96.3556573173059
EPI_ISL_13480249	BA.2.12.1	BA.2.12.1	BA.2.12.1	NY-PRL-220621_01F15|EPI_ISL_13480249|USA|BA.2.12.1|2022-06-17	99.8091967181836
EPI_ISL_13481422	BA.4	BA.4.4	BA.4.4	TX-HMH-MCoV-101078|EPI_ISL_13481422|USA|BA.4|2022-06-14	99.675634420912
EPI_ISL_13481804	BA.1	BA.1.15	BA.1.15	rega-29519|EPI_ISL_13481804|Belgium|BA.1|2022-01-21	99.6374737645487
EPI_ISL_13482920	BA.2	A	A_3	TX-HMH-MCoV-101772|EPI_ISL_13482920|USA|BA.2|2022-06-18	99.6565540927304
EPI_ISL_13485721	BA.2.12.1	BA.2.12.1	BA.2.12.1	FL-CDC-STM-G44Y5PF84|EPI_ISL_13485721|USA|BA.2.12.1|2022-06-10	99.8091967181836
EPI_ISL_13486762	BA.5.6	A	A_3	LA-CDC-STM-85JUNC64C|EPI_ISL_13486762|USA|BA.5.6|2022-06-14	99.6947147490937
EPI_ISL_13486769	BA.2.12.1	BA.2.12.1	BA.2.12.1	TX-CDC-STM-97SEJJ9F6|EPI_ISL_13486769|USA|BA.2.12.1|2022-06-14	99.8091967181836
EPI_ISL_13487049	BA.1.1	BA.1.1	BA.1.1_3	ON-KHS-22-00357-v1|EPI_ISL_13487049|Canada|BA.1.1|2022-01-19	89.0478916237359
EPI_ISL_13488365	BA.1.1	BA.1.1	BA.1.1_2	ON-KHS-22-01868-v1|EPI_ISL_13488365|Canada|BA.1.1|2022-02-16	99.3894294981874
EPI_ISL_13488436	BA.1.1.14	BA.1	BA.1_4	ON-KHS-22-01962-v1|EPI_ISL_13488436|Canada|BA.1.1.14|2022-02-18	97.4813966800229
EPI_ISL_13489074	BA.1.1	BA.1.1	BA.1.1_2	ON-KHS-22-02695-v1|EPI_ISL_13489074|Canada|BA.1.1|2022-03-03	98.874260637283
EPI_ISL_13489543	BA.1.1	BA.1.1	BA.1.1_2	ON-KHS-22-03239-v1|EPI_ISL_13489543|Canada|BA.1.1|2022-03-12	99.6183934363671
EPI_ISL_13490796	BA.2.9	BA.2	BA.2_1	CeMM24620|EPI_ISL_13490796|Austria|BA.2.9|2022-02-14	96.3938179736691
EPI_ISL_13490840	BA.1.1	BA.1.1	BA.1.1_3	CeMM25094|EPI_ISL_13490840|Austria|BA.1.1|2022-02-22	96.508299942759
EPI_ISL_13493499	BA.2.76	BA.2.76	BA.2.76	KA-RFNB-10988|EPI_ISL_13493499|India|BA.2.76|2022-06	99.8091967181836
EPI_ISL_13497672	BA.1.1	BA.1.1	BA.1.1_2	AZ-ASU83460|EPI_ISL_13497672|USA|BA.1.1|2022-01-06	99.6374737645487
EPI_ISL_13497860	BA.2.12.1	BA.2.12.1	BA.2.12.1	NV-SNPHL-613203|EPI_ISL_13497860|USA|BA.2.12.1|2022-05-18	85.1173440183171
EPI_ISL_13498545	BE.1	BA.5.3.2	BA.5.3.2	LSPA-3E74176|EPI_ISL_13498545|United Kingdom|BE.1|2022-06-19	99.6947147490937
EPI_ISL_13500310	BA.2	BA.2	BA.2_1	7066|EPI_ISL_13500310|Singapore|BA.2|2022-06-19	99.8091967181836
EPI_ISL_13501028	BA.4.1.1	A	A_3	DCGC-537120|EPI_ISL_13501028|Denmark|BA.4.1.1|2022-06-20	99.6947147490937
EPI_ISL_13503659	BA.5.2.1	A	A_3	ON-KHS-22-08328-v1|EPI_ISL_13503659|Canada|BA.5.2.1|2022-06-20	99.6947147490937
EPI_ISL_13505003	BA.1.1	BA.1.1	BA.1.1_3	rega-30600|EPI_ISL_13505003|Belgium|BA.1.1|2022-02-15	96.8899065063919
EPI_ISL_13505046	BA.2.40.1	BA.2.38	BA.2.38	UNIMAS-HSIBUML258|EPI_ISL_13505046|Malaysia|BA.2.40.1|2022-05-21	99.7901163900019
EPI_ISL_13505150	BA.2.12.1	BA.2.12.1	BA.2.12.1	NV-NSPHL-22-00059119|EPI_ISL_13505150|USA|BA.2.12.1|2022-06-14	90.5170768937226
EPI_ISL_13506817	BA.2.12.1	BA.2.12.1	BA.2.12.1	CA-HLX-STM-R8SRJD27Y|EPI_ISL_13506817|USA|BA.2.12.1|2022-06-06	99.7901163900019
EPI_ISL_13507101	BA.2	BA.2	BA.2_1	CA-HLX-STM-BTJTEPU4C|EPI_ISL_13507101|USA|BA.2|2022-05-25	99.8091967181836
EPI_ISL_13509061	BA.2.9	BA.2	BA.2_1	INC-4876-758437|EPI_ISL_13509061|Costa Rica|BA.2.9|2022-06-03	99.8091967181836
EPI_ISL_13510282	BA.2.12.1	BA.2.12.1	BA.2.12.1	IL-CDC-QDX37911838|EPI_ISL_13510282|USA|BA.2.12.1|2022-06-08	99.8091967181836
EPI_ISL_13510627	BA.2.12.1	BA.2.12.1	BA.2.12.1	OH-CDC-QDX37912174|EPI_ISL_13510627|USA|BA.2.12.1|2022-06-09	99.8091967181836
EPI_ISL_13510667	BA.2.12.1	BA.2.12.1	BA.2.12.1	IL-CDC-QDX37912082|EPI_ISL_13510667|USA|BA.2.12.1|2022-06-09	99.8091967181836
EPI_ISL_13511961	BA.2	BA.2	BA.2_1	CA-CDPH-2000072507|EPI_ISL_13511961|USA|BA.2|2022-05-02	97.2142720854799
EPI_ISL_13512058	BA.2.12.1	BA.2.12.1	BA.2.12.1	CA-CDPH-FS25454739|EPI_ISL_13512058|USA|BA.2.12.1|2022-05-12	94.5430261400496
EPI_ISL_13512265	BA.2.40.1	BA.2.38	BA.2.38	7153|EPI_ISL_13512265|Singapore|BA.2.40.1|2022-06-19	99.7901163900019
EPI_ISL_13513769	BA.2.3.1	BA.2.3.1	BA.2.3.1	TKYkbm25581|EPI_ISL_13513769|Japan|BA.2.3.1|2022-06-08	99.7901163900019
EPI_ISL_13514931	BA.5.2	A	A_3	OCC-GENBIO-M89GN1710104|EPI_ISL_13514931|France|BA.5.2|2022-06-20	99.6947147490937
EPI_ISL_13515269	BA.5.1	A	A_3	CVL-LBZCentre-A300561226|EPI_ISL_13515269|France|BA.5.1|2022-06-20	99.7137950772753
EPI_ISL_13515954	BA.5	A	A_3	LSPA-3E77726|EPI_ISL_13515954|United Kingdom|BA.5|2022-06-21	94.19958023278
EPI_ISL_13516877	BA.2	BA.2	BA.2_1	QEUH-3E74BE1|EPI_ISL_13516877|United Kingdom|BA.2|2022-06-20	94.0850982636901
EPI_ISL_13516952	BA.5.1	A	A_3	CVL-ChuTo-9800088986|EPI_ISL_13516952|France|BA.5.1|2022-06-10	99.6947147490937
EPI_ISL_13519334	BA.5.6	A	A_3	DCGC-538097|EPI_ISL_13519334|Denmark|BA.5.6|2022-06-23	99.6947147490937
EPI_ISL_13520883	BA.2.12.1	BA.2.12.1	BA.2.12.1	MH-NVRL-ecS22IRL00321310|EPI_ISL_13520883|Ireland|BA.2.12.1|2022-05-08	96.2793360045793
EPI_ISL_13521806	BA.5.2.2	A	A_3	GES-HMN-22062090941|EPI_ISL_13521806|France|BA.5.2.2|2022-06-07	99.6947147490937
EPI_ISL_13522083	BA.2.12.1	BA.2.12.1	BA.2.12.1	FL-BPHL-9808|EPI_ISL_13522083|USA|BA.2.12.1|2022-05-31	99.8091967181836
EPI_ISL_13522551	BA.2.45	BA.1	BA.1_4	48514454X5|EPI_ISL_13522551|Sweden|BA.2.45|2022-05-25	95.0200343445907
